Duelist,Grade,Card,Weight
"Labyrinth Mage","S/A POW","Versago the Destroyer",14
"Labyrinth Mage","S/A POW","Wetha",13
"Labyrinth Mage","S/A POW","Mavelus",13
"Labyrinth Mage","S/A POW","Ancient Tree of Enlightenment",13
"Labyrinth Mage","S/A POW","Green Phantom King",13
"Labyrinth Mage","S/A POW","Ray & Temperature",13
"Labyrinth Mage","S/A POW","Protector of the Throne",13
"Labyrinth Mage","S/A POW","Moon Envoy",13
"Labyrinth Mage","S/A POW","Fireyarou",13
"Labyrinth Mage","S/A POW","Psychic Kappa",13
"Labyrinth Mage","S/A POW","Masaki the Legendary Swordsman",13
"Labyrinth Mage","S/A POW","Dragoness the Wicked Knight",13
"Labyrinth Mage","S/A POW","One-eyed Shield Dragon",13
"Labyrinth Mage","S/A POW","Yami",30
"Labyrinth Mage","S/A POW","Labyrinth Wall",28
"Labyrinth Mage","S/A POW","Shadow Ghoul",28
"Labyrinth Mage","S/A POW","Labyrinth Tank",1
"Labyrinth Mage","S/A POW","Dungeon Worm",1
"Labyrinth Mage","S/A POW","Monster Tamer",14
"Labyrinth Mage","S/A POW","Yaiba Robo",13
"Labyrinth Mage","S/A POW","Shovel Crusher",13
"Labyrinth Mage","S/A POW","Thunder Dragon",14
"Labyrinth Mage","S/A POW","Stone D.",16
"Labyrinth Mage","S/A POW","Waterdragon Fairy",13
"Labyrinth Mage","S/A POW","Aqua Snake",13
"Labyrinth Mage","S/A POW","Kanikabuto",13
"Labyrinth Mage","S/A POW","Zarigun",13
"Labyrinth Mage","S/A POW","Millennium Golem",16
"Labyrinth Mage","S/A POW","Tripwire Beast",13
"Labyrinth Mage","S/A POW","Bolt Escargot",13
"Labyrinth Mage","S/A POW","Bolt Penguin",13
"Labyrinth Mage","S/A POW","The Immortal of Thunder",13
"Labyrinth Mage","S/A POW","Electric Snake",13
"Labyrinth Mage","S/A POW","Wilmee",13
"Labyrinth Mage","S/A POW","Turtle Raccoon",13
"Labyrinth Mage","S/A POW","Brave Scizzar",13
"Labyrinth Mage","S/A POW","Star Boy",13
"Labyrinth Mage","S/A POW","Mystical Sand",16
"Labyrinth Mage","S/A POW","Frog The Jam",13
"Labyrinth Mage","S/A POW","Winged Dragon #2",13
"Labyrinth Mage","S/A POW","The Wandering Doomed",13
"Labyrinth Mage","S/A POW","Great Mammoth of Goldfine",16
"Labyrinth Mage","S/A POW","Darkworld Thorns",13
"Labyrinth Mage","S/A POW","Giant Scorpion of the Tundra",13
"Labyrinth Mage","S/A POW","Binding Chain",13
"Labyrinth Mage","S/A POW","Morphing Jar",13
"Labyrinth Mage","S/A POW","Tenderness",13
"Labyrinth Mage","S/A POW","Penguin Soldier",13
"Labyrinth Mage","S/A POW","Liquid Beast",13
"Labyrinth Mage","S/A POW","Twin Long Rods #2",13
"Labyrinth Mage","S/A POW","Shining Friendship",13
"Labyrinth Mage","S/A POW","Twin-headed Thunder Dragon",16
"Labyrinth Mage","S/A POW","Snakeyashi",13
"Labyrinth Mage","S/A POW","Armored Rat",13
"Labyrinth Mage","S/A POW","Mystical Sheep #1",14
"Labyrinth Mage","S/A POW","Disk Magician",14
"Seto 2","S/A POW","Mystical Elf",32
"Seto 2","S/A POW","Feral Imp",32
"Seto 2","S/A POW","Blackland Fire Dragon",32
"Seto 2","S/A POW","Swamp Battleguard",16
"Seto 2","S/A POW","Flame Swordsman",16
"Seto 2","S/A POW","Exodia the Forbidden",8
"Seto 2","S/A POW","Horn Imp",32
"Seto 2","S/A POW","Beaver Warrior",32
"Seto 2","S/A POW","Zombie Warrior",32
"Seto 2","S/A POW","Koumori Dragon",32
"Seto 2","S/A POW","Judge Man",16
"Seto 2","S/A POW","Dark Magician",48
"Seto 2","S/A POW","Gaia the Fierce Knight",60
"Seto 2","S/A POW","Curse of Dragon",32
"Seto 2","S/A POW","Celtic Guardian",50
"Seto 2","S/A POW","Karbonala Warrior",16
"Seto 2","S/A POW","Griffore",32
"Seto 2","S/A POW","Torike",32
"Seto 2","S/A POW","Sangan",32
"Seto 2","S/A POW","Mammoth Graveyard",32
"Seto 2","S/A POW","Silver Fang",32
"Seto 2","S/A POW","Giant Soldier of Stone",32
"Seto 2","S/A POW","Axe Raider",16
"Seto 2","S/A POW","Megazowler",16
"Seto 2","S/A POW","Catapult Turtle",32
"Seto 2","S/A POW","Gyakutenno Megami",16
"Seto 2","S/A POW","Zanki",16
"Seto 2","S/A POW","Pumpking the King of Ghosts",16
"Seto 2","S/A POW","Battle Warrior",16
"Seto 2","S/A POW","Kageningen",16
"Seto 2","S/A POW","Hero of the East",16
"Seto 2","S/A POW","Supporter in the Shadows",16
"Seto 2","S/A POW","Dream Clown",16
"Seto 2","S/A POW","Ansatsu",16
"Seto 2","S/A POW","Dragon Statue",16
"Seto 2","S/A POW","Monster Egg",16
"Seto 2","S/A POW","Hard Armor",16
"Seto 2","S/A POW","M-warrior #1",16
"Seto 2","S/A POW","M-warrior #2",16
"Seto 2","S/A POW","Mysterious Puppeteer",16
"Seto 2","S/A POW","Armaill",16
"Seto 2","S/A POW","Masked Clown",16
"Seto 2","S/A POW","Eyearmor",16
"Seto 2","S/A POW","Doron",16
"Seto 2","S/A POW","Kagemusha of the Blue Flame",16
"Seto 2","S/A POW","Roaring Ocean Snake",16
"Seto 2","S/A POW","Trap Master",16
"Seto 2","S/A POW","Fiend Sword",16
"Seto 2","S/A POW","Skull Stalker",16
"Seto 2","S/A POW","Wood Clown",16
"Seto 2","S/A POW","Guardian of the Labyrinth",16
"Seto 2","S/A POW","Vishwar Randi",16
"Seto 2","S/A POW","Hyo",16
"Seto 2","S/A POW","Dimensional Warrior",16
"Seto 2","S/A POW","The Little Swordsman of Aile",16
"Seto 2","S/A POW","Princess of Tsurugi",16
"Seto 2","S/A POW","Unknown Warrior of Fiend",16
"Seto 2","S/A POW","Protector of the Throne",16
"Seto 2","S/A POW","Moon Envoy",16
"Seto 2","S/A POW","Masaki the Legendary Swordsman",16
"Seto 2","S/A POW","Dragoness the Wicked Knight",16
"Seto 2","S/A POW","Monster Tamer",16
"Seto 2","S/A POW","Zoa",18
"Seto 2","S/A POW","Ushi Oni",18
"Seto 2","S/A POW","Machine King",18
"Seto 2","S/A POW","Stone D.",18
"Seto 2","S/A POW","Kaiser Dragon",2
"Seto 2","S/A POW","Guardian of the Sea",44
"Seto 2","S/A POW","Giant Red Seasnake",26
"Seto 2","S/A POW","Millennium Golem",18
"Seto 2","S/A POW","Punished Eagle",16
"Seto 2","S/A POW","Crimson Sunbird",18
"Seto 2","S/A POW","Soul Hunter",18
"Seto 2","S/A POW","Sea Kamen",44
"Seto 2","S/A POW","Maha Vailo",26
"Seto 2","S/A POW","Musician King",12
"Seto 2","S/A POW","Dragon Seeker",18
"Seto 2","S/A POW","Crazy Fish",26
"Seto 2","S/A POW","The Statue of Easter Island",26
"Seto 2","S/A POW","Monstrous Bird",16
"Seto 2","S/A POW","Mystical Sand",16
"Seto 2","S/A POW","Wow Warrior",44
"Seto 2","S/A POW","Oscillo Hero",44
"Seto 2","S/A POW","Lesser Dragon",44
"Seto 2","S/A POW","Great Mammoth of Goldfine",18
"Seto 2","S/A POW","Man-eating Black Shark",12
"Seto 2","S/A POW","B. Dragon Jungle King",16
"Seto 2","S/A POW","Empress Judge",32
"Seto 2","S/A POW","Weather Report",26
"Seto 2","S/A POW","Rose Spectre of Dunn",16
"Seto 2","S/A POW","Twin-headed Thunder Dragon",12
"Seto 2","S/A POW","Ill Witch",12
"Seto 2","S/A POW","High Tide Gyojin",12
"Seto 2","S/A POW","Nekogal #2",16
"Seto 2","S/A POW","Royal Guard",12
"Guardian Sebek","S/A POW","Mystical Elf",26
"Guardian Sebek","S/A POW","Battle Steer",24
"Guardian Sebek","S/A POW","Right Arm of the Forbidden One",8
"Guardian Sebek","S/A POW","Zombie Warrior",24
"Guardian Sebek","S/A POW","Two-headed King Rex",24
"Guardian Sebek","S/A POW","The Snake Hair",74
"Guardian Sebek","S/A POW","Axe Raider",24
"Guardian Sebek","S/A POW","Crawling Dragon #2",24
"Guardian Sebek","S/A POW","Castle of Dark Illusions",24
"Guardian Sebek","S/A POW","Barox",24
"Guardian Sebek","S/A POW","Dark Chimera",24
"Guardian Sebek","S/A POW","Catapult Turtle",24
"Guardian Sebek","S/A POW","Mystic Horseman",24
"Guardian Sebek","S/A POW","Zanki",74
"Guardian Sebek","S/A POW","Crass Clown",50
"Guardian Sebek","S/A POW","Dragon Zombie",74
"Guardian Sebek","S/A POW","Pumpking the King of Ghosts",74
"Guardian Sebek","S/A POW","Spirit of the Winds",24
"Guardian Sebek","S/A POW","Graveyard and the Hand of Invitation",24
"Guardian Sebek","S/A POW","Ancient Tool",50
"Guardian Sebek","S/A POW","Ansatsu",24
"Guardian Sebek","S/A POW","Octoberser",24
"Guardian Sebek","S/A POW","The 13th Grave",24
"Guardian Sebek","S/A POW","Blue-eyed Silver Zombie",24
"Guardian Sebek","S/A POW","Akihiron",24
"Guardian Sebek","S/A POW","Spirit of the Harp",24
"Guardian Sebek","S/A POW","Mabarrel",24
"Guardian Sebek","S/A POW","Aqua Madoor",24
"Guardian Sebek","S/A POW","Flame Ghost",24
"Guardian Sebek","S/A POW","Wood Remains",24
"Guardian Sebek","S/A POW","Holograh",24
"Guardian Sebek","S/A POW","Gatekeeper",24
"Guardian Sebek","S/A POW","Labyrinth Wall",24
"Guardian Sebek","S/A POW","Shadow Ghoul",50
"Guardian Sebek","S/A POW","La Jinn the Mystical Genie",24
"Guardian Sebek","S/A POW","Pendulum Machine",74
"Guardian Sebek","S/A POW","Zoa",52
"Guardian Sebek","S/A POW","Metalzoa",4
"Guardian Sebek","S/A POW","Saber Slasher",50
"Guardian Sebek","S/A POW","Yaiba Robo",24
"Guardian Sebek","S/A POW","Machine King",26
"Guardian Sebek","S/A POW","Giant Mech-soldier",8
"Guardian Sebek","S/A POW","Metal Dragon",8
"Guardian Sebek","S/A POW","Giga-tech Wolf",24
"Guardian Sebek","S/A POW","Cyber Soldier",50
"Guardian Sebek","S/A POW","Shovel Crusher",24
"Guardian Sebek","S/A POW","Mechanicalchacer",24
"Guardian Sebek","S/A POW","Blocker",24
"Guardian Sebek","S/A POW","Blast Juggler",24
"Guardian Sebek","S/A POW","Giganto",24
"Guardian Sebek","S/A POW","Dice Armadillo",24
"Guardian Sebek","S/A POW","Thunder Dragon",24
"Guardian Sebek","S/A POW","Metal Fish",24
"Guardian Sebek","S/A POW","Mech Bass",24
"Guardian Sebek","S/A POW","Bolt Escargot",24
"Guardian Sebek","S/A POW","The Immortal of Thunder",24
"Guardian Sebek","S/A POW","Queen Bird",24
"Guardian Sebek","S/A POW","Peacock",24
"Guardian Sebek","S/A POW","Cyber Saurus",50
"Guardian Sebek","S/A POW","Bracchio-raidus",10
"Guardian Sebek","S/A POW","Cannon Soldier",24
"Guardian Sebek","S/A POW","Guardian of the Throne Room",24
"Guardian Sebek","S/A POW","Brave Scizzar",24
"Guardian Sebek","S/A POW","Steel Ogre Grotto #1",8
"Guardian Sebek","S/A POW","Great Mammoth of Goldfine",26
"Guardian Sebek","S/A POW","Mechanical Snail",24
"Guardian Sebek","S/A POW","Winged Egg of New Life",24
"Guardian Sebek","S/A POW","Blue-winged Crown",24
"Guardian Sebek","S/A POW","Disk Magician",24
"Guardian Sebek","S/A POW","Machine Attacker",50
"Guardian Neku","S/A POW","Feral Imp",44
"Guardian Neku","S/A POW","Tyhone",22
"Guardian Neku","S/A POW","Left Arm of the Forbidden One",8
"Guardian Neku","S/A POW","Horn Imp",21
"Guardian Neku","S/A POW","Battle Ox",21
"Guardian Neku","S/A POW","Beaver Warrior",21
"Guardian Neku","S/A POW","Koumori Dragon",21
"Guardian Neku","S/A POW","Two-headed King Rex",21
"Guardian Neku","S/A POW","The Snake Hair",21
"Guardian Neku","S/A POW","Celtic Guardian",21
"Guardian Neku","S/A POW","Karbonala Warrior",21
"Guardian Neku","S/A POW","Rogue Doll",21
"Guardian Neku","S/A POW","Griffore",21
"Guardian Neku","S/A POW","Sangan",21
"Guardian Neku","S/A POW","Big Insect",21
"Guardian Neku","S/A POW","Gokibore",21
"Guardian Neku","S/A POW","Giant Flea",21
"Guardian Neku","S/A POW","Fiend Kraken",21
"Guardian Neku","S/A POW","Jellyfish",21
"Guardian Neku","S/A POW","Grappler",21
"Guardian Neku","S/A POW","Crawling Dragon #2",21
"Guardian Neku","S/A POW","Castle of Dark Illusions",67
"Guardian Neku","S/A POW","Reaper of the Cards",67
"Guardian Neku","S/A POW","King of Yamimakai",67
"Guardian Neku","S/A POW","Barox",67
"Guardian Neku","S/A POW","Dark Chimera",67
"Guardian Neku","S/A POW","Metal Guardian",67
"Guardian Neku","S/A POW","Crass Clown",43
"Guardian Neku","S/A POW","Job-Change Mirror",21
"Guardian Neku","S/A POW","Kamion Wizard",21
"Guardian Neku","S/A POW","Trial of Nightmares",21
"Guardian Neku","S/A POW","Sleeping Lion",21
"Guardian Neku","S/A POW","Faith Bird",21
"Guardian Neku","S/A POW","Witty Phantom",42
"Guardian Neku","S/A POW","Lord of the Lamp",42
"Guardian Neku","S/A POW","Tainted Wisdom",20
"Guardian Neku","S/A POW","Lord of Zemia",20
"Guardian Neku","S/A POW","Mysterious Puppeteer",20
"Guardian Neku","S/A POW","Darkfire Dragon",20
"Guardian Neku","S/A POW","Dark King of the Abyss",20
"Guardian Neku","S/A POW","Spirit of the Harp",20
"Guardian Neku","S/A POW","Big Eye",20
"Guardian Neku","S/A POW","Dark Prisoner",20
"Guardian Neku","S/A POW","Ancient Brain",20
"Guardian Neku","S/A POW","Claw Reacher",20
"Guardian Neku","S/A POW","Dark Shade",20
"Guardian Neku","S/A POW","Fiend Refrection #2",20
"Guardian Neku","S/A POW","Turtle Tiger",20
"Guardian Neku","S/A POW","Terra the Terrible",42
"Guardian Neku","S/A POW","Mabarrel",20
"Guardian Neku","S/A POW","Rare Fish",20
"Guardian Neku","S/A POW","Dark Titan of Terror",42
"Guardian Neku","S/A POW","Prevent Rat",20
"Guardian Neku","S/A POW","Versago the Destroyer",20
"Guardian Neku","S/A POW","Gorgon Egg",20
"Guardian Neku","S/A POW","King Fog",20
"Guardian Neku","S/A POW","Bio Plant",20
"Guardian Neku","S/A POW","La Jinn the Mystical Genie",42
"Guardian Neku","S/A POW","Launcher Spider",4
"Guardian Neku","S/A POW","Zoa",36
"Guardian Neku","S/A POW","Ushi Oni",36
"Guardian Neku","S/A POW","Giga-tech Wolf",20
"Guardian Neku","S/A POW","Mechanicalchacer",20
"Guardian Neku","S/A POW","Blocker",20
"Guardian Neku","S/A POW","Tripwire Beast",20
"Guardian Neku","S/A POW","The Immortal of Thunder",20
"Guardian Neku","S/A POW","Skull Red Bird",20
"Guardian Neku","S/A POW","Soul Hunter",36
"Guardian Neku","S/A POW","Air Eater",24
"Guardian Neku","S/A POW","Dragon Seeker",36
"Guardian Neku","S/A POW","Bean Soldier",20
"Guardian Neku","S/A POW","Cannon Soldier",20
"Guardian Neku","S/A POW","Neck Hunter",24
"Guardian Neku","S/A POW","Pale Beast",20
"Guardian Neku","S/A POW","Shining Friendship",20
"Guardian Neku","S/A POW","Blue-winged Crown",20
"Guardian Neku","S/A POW","Whiptail Crow",20
"Seto 3","S/A POW","Blue-eyes White Dragon",26
"Seto 3","S/A POW","Feral Imp",24
"Seto 3","S/A POW","Left Arm of the Forbidden One",6
"Seto 3","S/A POW","Horn Imp",24
"Seto 3","S/A POW","Gaia the Fierce Knight",26
"Seto 3","S/A POW","Sangan",22
"Seto 3","S/A POW","Megazowler",24
"Seto 3","S/A POW","Castle of Dark Illusions",22
"Seto 3","S/A POW","Reaper of the Cards",22
"Seto 3","S/A POW","King of Yamimakai",22
"Seto 3","S/A POW","Barox",22
"Seto 3","S/A POW","Dark Chimera",22
"Seto 3","S/A POW","Metal Guardian",22
"Seto 3","S/A POW","Gyakutenno Megami",24
"Seto 3","S/A POW","Crass Clown",22
"Seto 3","S/A POW","Pumpking the King of Ghosts",24
"Seto 3","S/A POW","Job-Change Mirror",22
"Seto 3","S/A POW","Trial of Nightmares",22
"Seto 3","S/A POW","Witty Phantom",22
"Seto 3","S/A POW","Mystery Hand",22
"Seto 3","S/A POW","The Shadow Who Controls the Dark",22
"Seto 3","S/A POW","Lord of the Lamp",22
"Seto 3","S/A POW","Tainted Wisdom",22
"Seto 3","S/A POW","Lord of Zemia",22
"Seto 3","S/A POW","Dark King of the Abyss",22
"Seto 3","S/A POW","Big Eye",22
"Seto 3","S/A POW","Dark Prisoner",22
"Seto 3","S/A POW","Ancient Brain",22
"Seto 3","S/A POW","Claw Reacher",22
"Seto 3","S/A POW","Dark Shade",22
"Seto 3","S/A POW","Terra the Terrible",22
"Seto 3","S/A POW","Mabarrel",22
"Seto 3","S/A POW","Midnight Fiend",22
"Seto 3","S/A POW","Roaring Ocean Snake",24
"Seto 3","S/A POW","Madjinn Gunn",22
"Seto 3","S/A POW","Dark Titan of Terror",22
"Seto 3","S/A POW","The Drdek",22
"Seto 3","S/A POW","Candle of Fate",22
"Seto 3","S/A POW","Meda Bat",22
"Seto 3","S/A POW","Embryonic Beast",22
"Seto 3","S/A POW","Wicked Mirror",22
"Seto 3","S/A POW","Versago the Destroyer",22
"Seto 3","S/A POW","Megirus Light",22
"Seto 3","S/A POW","Gorgon Egg",22
"Seto 3","S/A POW","King Fog",22
"Seto 3","S/A POW","Bio Plant",22
"Seto 3","S/A POW","Sanga of the Thunder",2
"Seto 3","S/A POW","La Jinn the Mystical Genie",22
"Seto 3","S/A POW","Zoa",48
"Seto 3","S/A POW","Ushi Oni",48
"Seto 3","S/A POW","Machine King",26
"Seto 3","S/A POW","Sky Dragon",16
"Seto 3","S/A POW","Stone D.",26
"Seto 3","S/A POW","30,000-Year White Turtle",10
"Seto 3","S/A POW","Millennium Golem",26
"Seto 3","S/A POW","Punished Eagle",24
"Seto 3","S/A POW","Crimson Sunbird",26
"Seto 3","S/A POW","Soul Hunter",48
"Seto 3","S/A POW","Air Eater",24
"Seto 3","S/A POW","Yado Karu",26
"Seto 3","S/A POW","Dragon Seeker",48
"Seto 3","S/A POW","Monstrous Bird",24
"Seto 3","S/A POW","The Bistro Butcher",26
"Seto 3","S/A POW","Neck Hunter",24
"Seto 3","S/A POW","Mystical Sand",24
"Seto 3","S/A POW","Kamakiriman",26
"Seto 3","S/A POW","Corroding Shark",44
"Seto 3","S/A POW","Dark Elf",26
"Seto 3","S/A POW","Mushroom Man #2",44
"Seto 3","S/A POW","Invader from Another Dimension",44
"Seto 3","S/A POW","Great Mammoth of Goldfine",26
"Seto 3","S/A POW","B. Dragon Jungle King",24
"Seto 3","S/A POW","Empress Judge",24
"Seto 3","S/A POW","Witch of the Black Forest",44
"Seto 3","S/A POW","Rose Spectre of Dunn",24
"Seto 3","S/A POW","Key Mace #2",44
"Seto 3","S/A POW","Twin-headed Thunder Dragon",26
"Seto 3","S/A POW","Rock Spirit",16
"Seto 3","S/A POW","Nekogal #2",24
"Seto 3","S/A POW","Amphibious Bugroth",14
"Seto 3","S/A POW","Invader of the Throne",14
"Seto 3","S/A POW","Hyosube",26
"Seto 3","S/A POW","Whiptail Crow",24
"NiteMare","S/A POW","Hitotsu-me Giant",22
"NiteMare","S/A POW","Baby Dragon",22
"NiteMare","S/A POW","Blackland Fire Dragon",22
"NiteMare","S/A POW","Sword Arm of Dragon",26
"NiteMare","S/A POW","Tyhone",22
"NiteMare","S/A POW","Battle Steer",22
"NiteMare","S/A POW","Flame Swordsman",22
"NiteMare","S/A POW","Right Arm of the Forbidden One",8
"NiteMare","S/A POW","The Wicked Worm Beast",22
"NiteMare","S/A POW","Battle Ox",24
"NiteMare","S/A POW","Beaver Warrior",24
"NiteMare","S/A POW","Mountain Warrior",24
"NiteMare","S/A POW","Koumori Dragon",24
"NiteMare","S/A POW","Judge Man",26
"NiteMare","S/A POW","Curse of Dragon",58
"NiteMare","S/A POW","Dragon Piper",56
"NiteMare","S/A POW","Illusionist Faceless Mage",70
"NiteMare","S/A POW","Rogue Doll",46
"NiteMare","S/A POW","Griffore",22
"NiteMare","S/A POW","Torike",22
"NiteMare","S/A POW","Wolf",22
"NiteMare","S/A POW","Silver Fang",22
"NiteMare","S/A POW","Garoozis",22
"NiteMare","S/A POW","Megazowler",24
"NiteMare","S/A POW","King of Yamimakai",24
"NiteMare","S/A POW","Gyakutenno Megami",24
"NiteMare","S/A POW","Mystic Horseman",22
"NiteMare","S/A POW","Pumpking the King of Ghosts",24
"NiteMare","S/A POW","Dark Gray",22
"NiteMare","S/A POW","Sleeping Lion",22
"NiteMare","S/A POW","Faith Bird",22
"NiteMare","S/A POW","Larvas",22
"NiteMare","S/A POW","Darkfire Dragon",22
"NiteMare","S/A POW","Fiend Refrection #2",22
"NiteMare","S/A POW","Synchar",22
"NiteMare","S/A POW","Fusionist",22
"NiteMare","S/A POW","Petit Dragon",22
"NiteMare","S/A POW","Frenzied Panda",22
"NiteMare","S/A POW","Solitude",22
"NiteMare","S/A POW","One Who Hunts Souls",22
"NiteMare","S/A POW","Master & Expert",22
"NiteMare","S/A POW","Prevent Rat",22
"NiteMare","S/A POW","Mavelus",22
"NiteMare","S/A POW","Mystical Sheep #2",22
"NiteMare","S/A POW","One-eyed Shield Dragon",22
"NiteMare","S/A POW","Wicked Dragon with the Ersatz Head",22
"NiteMare","S/A POW","Monster Tamer",22
"NiteMare","S/A POW","Bickuribox",4
"NiteMare","S/A POW","Pendulum Machine",24
"NiteMare","S/A POW","Leogun",22
"NiteMare","S/A POW","Giganto",24
"NiteMare","S/A POW","Dice Armadillo",22
"NiteMare","S/A POW","Metal Fish",24
"NiteMare","S/A POW","Sea King Dragon",24
"NiteMare","S/A POW","Wing Eagle",22
"NiteMare","S/A POW","Punished Eagle",24
"NiteMare","S/A POW","Skull Red Bird",22
"NiteMare","S/A POW","Crimson Sunbird",26
"NiteMare","S/A POW","Queen Bird",22
"NiteMare","S/A POW","Air Eater",24
"NiteMare","S/A POW","Burglar",22
"NiteMare","S/A POW","Garvas",48
"NiteMare","S/A POW","Peacock",22
"NiteMare","S/A POW","Wilmee",22
"NiteMare","S/A POW","Monstrous Bird",24
"NiteMare","S/A POW","Neck Hunter",24
"NiteMare","S/A POW","Togex",46
"NiteMare","S/A POW","Mystical Sand",24
"NiteMare","S/A POW","Niwatori",22
"NiteMare","S/A POW","Winged Dragon #2",22
"NiteMare","S/A POW","B. Dragon Jungle King",24
"NiteMare","S/A POW","Empress Judge",24
"NiteMare","S/A POW","Ancient One of the Deep Forest",48
"NiteMare","S/A POW","Crow Goblin",46
"NiteMare","S/A POW","Dark Witch",24
"NiteMare","S/A POW","Rose Spectre of Dunn",24
"NiteMare","S/A POW","Pale Beast",22
"NiteMare","S/A POW","Nekogal #2",24
"NiteMare","S/A POW","Armored Rat",22
"NiteMare","S/A POW","Blue-winged Crown",22
